File.ID	File.Name	Data.Category	Data.Type	Project.ID	Case.ID	Sample.ID	Sample.Type
23	b4a459a6-8f08-4db7-8fd2-2bd92897c87b	d243d87d-34f1-48d8-a4d4-3b6d13b5a88e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6400	TCGA-DU-6400-01A	Primary Tumor
24	93011908-a10d-49bc-9c65-92c87402c234	a9cda68e-2f29-424c-a9d4-1e31fd1a7d8f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A3V8	TCGA-DJ-A3V8-01A	Primary Tumor
25	662bd1d9-9d18-4165-b531-ce1885d694ca	3ede672e-3b3d-4409-b3c4-c6f81ac399ce.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8164	TCGA-DU-8164-01A	Primary Tumor
26	8951de29-f37e-455a-828e-dfd10d4550d0	0a393cef-3d96-434d-9bac-349ea165bf73.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-J8-A3NZ	TCGA-J8-A3NZ-01A	Primary Tumor
27	f57ee5f7-ebd3-48a0-af2a-0754e2e4e118	ce63f5a8-8633-4782-b2d1-0979431449f5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-5270	TCGA-DB-5270-01A	Primary Tumor
28	f01cd2fe-4ec3-45dd-8a30-4125dc2c0999	53cd4bb4-5c52-46b6-a37c-c442b536c5e4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-A5KL	TCGA-HW-A5KL-01A	Primary Tumor
29	64f70d73-cd55-4411-9819-c50b644718a2	4f7835b5-4c46-4954-847c-6e7a73827b14.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VW-A8FI	TCGA-VW-A8FI-01A	Primary Tumor
30	d568a3c8-2051-48e7-920e-0aae0ee4baa3	285adbc3-f40c-42af-ba6f-186db64ab2f8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5872	TCGA-DU-5872-01A	Primary Tumor
31	a8d2a592-7df4-4719-ad34-e2bc032487c0	657800a4-3bb0-4fef-8462-17a3565eb5b5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7608	TCGA-HT-7608-01A	Primary Tumor
32	62e8e80c-ec75-4512-9e02-bebecc122316	5ea8eb81-9496-41a1-b4d5-8c544782ad44.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-ET-A3BV	TCGA-ET-A3BV-01A	Primary Tumor
33	47304a77-f2f7-4e4a-bbd1-867bca543e51	33c9525a-7684-4e3b-8446-24c66b73e19a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6U2	TCGA-S9-A6U2-01A	Primary Tumor
34	4ec9592b-8bff-4864-b466-28333552ddbc	70feda2e-27ef-4350-a1d9-587b40562e88.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-ET-A3BW	TCGA-ET-A3BW-01A	Primary Tumor
35	ea6c7b1c-030d-4e9b-b2d4-4a427a216c46	1ecf2ab6-9aea-4178-81f0-3c486bf51e9e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RK	TCGA-TQ-A7RK-01A	Primary Tumor
36	84974311-3da6-478b-bc6c-a5f865e5fa3b	5eb226d1-f3b3-4b1b-b3d6-cc173b52468e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EM-A4FR	TCGA-EM-A4FR-01A	Primary Tumor
37	44c472a5-7466-4e3a-8ee2-f64fa521b81e	70129edf-3380-48eb-8a5c-1230a92ec6c9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A3MW	TCGA-EL-A3MW-01A	Primary Tumor
38	6b14236c-6555-472a-8cd2-a10dd30008ee	0c754f0b-7476-48d6-a197-d391c4a5515d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A3UT	TCGA-DJ-A3UT-01A	Primary Tumor
39	042dc701-4f05-4d21-a5a8-008efa891b7e	12d875a9-d386-44ab-bd96-6095119be049.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A2Q5	TCGA-DJ-A2Q5-01A	Primary Tumor
40	1bd419eb-349c-4358-80e3-2ca5fba1417d	b9e52e4e-4f2b-446d-8065-b399f9fec644.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A3T3	TCGA-EL-A3T3-11A	Solid Tissue Normal
41	390576ed-d03d-44d6-8490-310e23ab61b0	046e804d-03d5-49c7-abcc-01af7f5a9208.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A7UU	TCGA-DH-A7UU-01A	Primary Tumor
42	0024bbc6-a956-47f3-a926-3dbe50c27ead	0e94f470-f240-474e-867d-bde7c803b6a4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-ET-A39S	TCGA-ET-A39S-01A	Primary Tumor
43	4fd1bd55-f215-4a81-984c-1daca449600e	0717d8b6-62aa-496e-9b0e-9ef841dec86e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7684	TCGA-HT-7684-01A	Primary Tumor
44	d18c531f-96d4-4cfa-a97f-2fe37f5a7fb4	f6e23a88-e899-4ce4-87b1-e68c7fa87a4f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-ET-A25M	TCGA-ET-A25M-01A	Primary Tumor
45	ec13ad48-d980-435e-8214-e07c00a5e448	2a135d37-b0d3-4f1e-a428-a11df2bb005f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6UB	TCGA-S9-A6UB-01A	Primary Tumor
46	f984c938-ca64-4027-9464-c3108bb03856	43612767-3b0f-4786-9d02-ff6c2e4cda55.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-ET-A4KN	TCGA-ET-A4KN-01A	Primary Tumor
47	04f1f625-2ec8-4855-a37d-b2f4cfa909af	17efc0b6-ff4d-4988-9cdd-7bf0d74ebfd7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-E8-A436	TCGA-E8-A436-01A	Primary Tumor
48	57b3ec07-6a6b-403c-808b-9c6ee7928d39	b1272d0a-2b51-49da-8f60-10891ea2cafc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-BJ-A2N9	TCGA-BJ-A2N9-01A	Primary Tumor
49	51e0b620-da1b-4b8d-b87d-b79bb6947a33	c671ff06-4e17-4137-93d6-a6fe850a26be.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-ET-A40P	TCGA-ET-A40P-01A	Primary Tumor
50	eae1bbc3-d336-4f05-93dd-09aa56f2b933	f80f0289-1000-410f-9ff5-5c31916d7a7a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-5142	TCGA-DH-5142-01A	Primary Tumor
51	84026904-e534-4f16-82b0-9a0a7dacb70b	cd622462-0fa9-45eb-8500-d7330159e91c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EM-A3O3	TCGA-EM-A3O3-01A	Primary Tumor
52	ac0b1b5b-9a77-4ccf-88f1-d217e42a7eb3	6497c746-ded0-46b3-88cc-d2cf2efe17a5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7300	TCGA-DU-7300-01A	Primary Tumor
53	b640c28a-3f11-45bf-9a6c-f38211dcdd21	4640600f-7406-484d-9c2e-535abba8c2ff.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-FE-A237	TCGA-FE-A237-01A	Primary Tumor
54	252e83e0-92bd-44da-8bf4-ceaf44432d76	960fa206-af01-4f92-b066-4e899fe356fb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6408	TCGA-DU-6408-01A	Primary Tumor
55	653d83a2-5055-420d-a25f-eacd1c9d82fe	7c152b1c-7911-4c3c-bf6d-68431ec92f6d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-7487	TCGA-HW-7487-01A	Primary Tumor
56	8aad3f57-6b77-4a4d-b59c-1f9d0184040b	a46cf4f7-9fc3-4761-9b11-caa3aa17479b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7019	TCGA-DU-7019-01A	Primary Tumor
57	e7a0281f-44cf-4c0d-92a1-4456db533668	9969efbc-02d3-4e2c-af46-f7883296fe42.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DE-A0XZ	TCGA-DE-A0XZ-01A	Primary Tumor
58	7fed44e6-5788-4184-908f-e2af4a1376fa	7cd30f34-de43-428b-972e-e24f89a8cc60.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-KS-A41J	TCGA-KS-A41J-01A	Primary Tumor
59	c227d23f-ac73-4cd6-b2c3-c13919b08543	15a8de4a-d360-45ee-8fd6-a069f9b33305.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84M	TCGA-TM-A84M-01A	Primary Tumor
60	e4667b00-e9b1-470c-a99a-903c56ab0a76	c23368b8-76dc-44da-b80e-0a9a32b0ddd3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7854	TCGA-HT-7854-01A	Primary Tumor
61	7922f23d-b9d2-4223-90ab-c24adcdc41ae	3d1478fd-c9d0-4faa-b18c-1aea688017ad.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7QZ	TCGA-S9-A7QZ-01A	Primary Tumor
62	41e014ac-1987-4ce5-826b-7248e8a1ade4	e6ab235f-c889-4f82-9086-1fb34e08fc63.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A1QO	TCGA-DJ-A1QO-01A	Primary Tumor
63	5a0088ea-5efa-45f4-a806-75ee9ec243a3	be44f03f-bf32-4625-b004-abfa9eea64b5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8107	TCGA-HT-8107-01A	Primary Tumor
64	e023d500-82e4-4d12-8622-080a6ad9e85c	1bcf1bb6-a0ae-4251-b4e5-61696e4cc3ab.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-8322	TCGA-HW-8322-01A	Primary Tumor
65	173e7cfe-e94d-4207-a0b1-eb04d416d9c5	fe1c1277-6311-426e-a79b-0ef7d3915d1f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A5F6	TCGA-P5-A5F6-01A	Primary Tumor
66	9c942cdb-c013-4a79-a114-dd5be6feb6c5	df7aea5f-dfad-440a-a1f4-f79e4bd5e803.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-IM-A3U2	TCGA-IM-A3U2-01A	Primary Tumor
67	e7e1065a-6ecc-4935-95cd-654b165203fa	915a4567-eef9-4cd4-be85-c6516b5e1cdc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-J8-A42S	TCGA-J8-A42S-01A	Primary Tumor
68	c515c03d-db74-413c-bd58-cca163a1be64	43b9b0af-ba53-4e7c-90c8-8663b581e523.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A6S6	TCGA-DU-A6S6-01A	Primary Tumor
69	6fe6c4ca-7b7b-4ed9-b58d-fc41123f4978	ddcfa6fc-4b82-4c8e-a53d-49b50cf3480e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6CW	TCGA-QH-A6CW-01A	Primary Tumor
70	51fd3dd3-4fe2-4a58-be9b-851c20294572	446c42bb-1495-4986-a4fc-e1f3acde0834.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-6669	TCGA-CS-6669-01A	Primary Tumor
71	5f894bf9-9f34-4f1b-9b8e-515c2b8f3f65	28d20ee4-53ef-4064-92c5-02d7bc9d4f09.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-FE-A3PD	TCGA-FE-A3PD-01A	Primary Tumor
72	337407dc-40d0-4cea-ab1c-d7778c60b6c5	e5566a01-645c-46db-b094-159693428dec.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A3T1	TCGA-EL-A3T1-11A	Solid Tissue Normal
73	ed80c49b-638b-4063-bcd2-8a6d83bac235	b8592487-a20c-4d25-9131-51315d342a22.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A7C5	TCGA-TM-A7C5-01A	Primary Tumor
74	cbdeb291-942b-4809-b332-114f9186d81f	5f26c44a-bfe6-4cad-b3f1-aed7bd9ff9ba.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6U6	TCGA-S9-A6U6-01A	Primary Tumor
75	517c7afa-9db0-44ab-a03a-95d6ab5a4149	a5274e64-8bf4-4315-99cb-2f8173481fbc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8165	TCGA-DU-8165-01A	Primary Tumor
76	f0671f68-ac52-4964-9d77-91bbf7d03486	f053f20c-775d-43aa-bfcf-cf816cc0dc2e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-7643	TCGA-FG-7643-01A	Primary Tumor
77	6ad45e4b-ada2-49e6-a102-e3ad1fa4026c	7400ffec-f429-4d6b-bb44-553fa3ae477d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A3N2	TCGA-EL-A3N2-01A	Primary Tumor
78	e560a0b6-e38d-48c9-a033-26b1e8bc6e48	46ffff65-842b-4a22-a1d2-22898b65c463.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A2QA	TCGA-DJ-A2QA-01A	Primary Tumor
79	9b9e6c00-767d-4180-9028-79dad13df922	830e3b4b-04a4-498e-9b66-70b867243b0e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6392	TCGA-DU-6392-01A	Primary Tumor
80	003ca95b-ff85-44f4-8357-697391eaccad	7d4d3a36-6f6a-4e91-8849-cc871fb6cf4e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DE-A3KN	TCGA-DE-A3KN-01A	Primary Tumor
81	e13836f9-ae5e-402e-90e3-0535ac9f8e86	6d725329-1323-48ea-9d03-1d20b520aff8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A4K7	TCGA-EL-A4K7-01A	Primary Tumor
82	887afbdc-61f6-4ecb-8a2c-88c825fff32a	ca1769cc-885b-4f5e-a2b3-1eebe65da6c2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A1QN	TCGA-DJ-A1QN-01A	Primary Tumor
83	5896e632-ccff-405b-b8c7-f69d36c5a28c	1dd370cb-f30b-4054-b5b8-1bfb0a5c35d3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A87N	TCGA-FG-A87N-01A	Primary Tumor
84	f23346a3-e690-49a7-8e9b-d6d2ae2f69d0	332ae23a-a860-438a-be1b-9dcb4e34bfed.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A75O	TCGA-DB-A75O-01A	Primary Tumor
85	4e0738f0-4eb7-44a7-a419-34ed29348494	f8ada89d-3b1e-42e6-ab1c-7d695cda0c8b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84G	TCGA-TM-A84G-01A	Primary Tumor
86	6a08d1ee-7d1b-4191-8b02-1b35e23e2d9a	51a350d6-9e41-47fc-b0cc-1c7e490e33a6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A4UP	TCGA-DJ-A4UP-01A	Primary Tumor
87	69a3fb85-4b58-4f45-86e3-a1c9ee2cca88	40c5a89c-b4cb-49a8-b427-cea7f34b6cf7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6WE	TCGA-S9-A6WE-01A	Primary Tumor
88	834d512a-a4c0-426e-a290-a08da6c27560	bad1164f-36ae-47a6-8c9b-037479000ed8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5872	TCGA-DU-5872-02A	Recurrent Tumor
89	68a42f03-465e-4c83-bdd3-28db6f3f535a	6f5bea5d-e878-4f1f-bca5-b2289998f1fd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6405	TCGA-DU-6405-01A	Primary Tumor
90	1113749b-6e13-4f74-92cd-440cec7102cc	a77ba833-350f-4efc-bcb9-40ded4b6b36f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A3V0	TCGA-DJ-A3V0-01A	Primary Tumor
91	1d3837e7-8689-4ac1-b199-aaa7ece45305	3a3d87aa-fa19-4300-9f56-3af855af8f09.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A4XA	TCGA-DB-A4XA-01A	Primary Tumor
92	56e2a4e8-9893-4cd5-b7c8-47982896836f	6ff1b064-1ec6-4575-b8b5-547e2c4cd5fb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8110	TCGA-HT-8110-01A	Primary Tumor
93	58fb4c5d-ecd3-48e1-9ca8-99c8070a58d6	8f2a06de-5161-4859-b4fe-339158587b7f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A60K	TCGA-FG-A60K-01A	Primary Tumor
94	067edc91-0add-4c3a-9bd8-61eef9c8484c	92e4e583-3efe-4144-9247-eaad758b0944.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A3ZH	TCGA-EL-A3ZH-01A	Primary Tumor
95	53bf400e-696a-4bd8-9eb6-80ecda1eaf47	24d354e1-f30b-4338-b450-917a176094f9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EM-A2P0	TCGA-EM-A2P0-01A	Primary Tumor
96	94626c82-8aea-4f7a-9434-1fbbf3eecc8b	96b0e0aa-1d9a-4864-a53a-481fc7446cda.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-BJ-A28R	TCGA-BJ-A28R-11A	Solid Tissue Normal
97	08ea3b8d-5a1d-4b22-abab-960c63a04952	f5c86ee5-351b-4cfc-aa1a-f87e1c998fb7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-E8-A416	TCGA-E8-A416-01A	Primary Tumor
98	25c272b3-9f97-4af1-9b1c-8d03b4bfe969	6f07a983-60cc-445e-9250-8455b46cd1e3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-FK-A3S3	TCGA-FK-A3S3-01A	Primary Tumor
99	ca2e1f67-d5fe-40a6-9dd2-62012c4cec40	78f4ce11-3ca6-416c-9938-3b8278c5d2db.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-DJ-A13O	TCGA-DJ-A13O-01A	Primary Tumor
100	b607e478-6fb5-4e1a-a72f-bde030c74e76	1d915f83-2020-4d60-bf81-f017beaa42c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EM-A2OY	TCGA-EM-A2OY-01A	Primary Tumor
